key,spec
ShapeSuitability_ONZ_SIG27_F3_RMS,[0.044~0]
ShapeSuitability_ONZ_SIG27_F4_REG13_Max,[0.3~0.000000001]
ShapeSuitability_ONZ_SIG27_F4_REG14_Max,[0.375~0]
ShapeSuitability_ONZ_SIG27_F4_REG15_Max,[0.08~0.000000001]
ShapeSuitability_ONZ_SIG27_F4_REG16_Max,[0.1~0]
ShapeSuitability_ONZ_SIG27_F4_RMS,[0.044~0]
ShapeSuitability_ONZ_SIG28_F0_REG01_Max,[1.4~0.000000001]
ShapeSuitability_ONZ_SIG28_F0_REG02_Max,[1.5~0]
ShapeSuitability_ONZ_SIG28_F0_REG03_Max,[1.6~0]
ShapeSuitability_ONZ_SIG28_F0_REG04_Max,[1.7~0]
ShapeSuitability_ONZ_SIG28_F0_REG06_Max,[1.8~0]
ShapeSuitability_ONZ_SIG28_F0_REG07_Max,[1.8~0]
ShapeSuitability_ONZ_SIG28_F0_REG08_Max,[2.7~0]
ShapeSuitability_ONZ_SIG28_F0_REG09_Max,[2~0]
ShapeSuitability_ONZ_SIG28_F0_REG10_Max,[3.6~0]
ShapeSuitability_ONZ_SIG28_F0_REG13_Max,[0.3~0.000000001]
ShapeSuitability_ONZ_SIG28_F0_REG14_Max,[0.375~0]
ShapeSuitability_ONZ_SIG28_F0_REG15_Max,[0.08~0.000000001]
ShapeSuitability_ONZ_SIG28_F0_REG16_Max,[0.1~0]
ShapeSuitability_ONZ_SIG28_F0_RMS,[0.044~0]
ShapeSuitability_ONZ_SIG28_F2_REG01_Max,[1.4~0.000000001]
ShapeSuitability_ONZ_SIG28_F2_REG02_Max,[1.5~0]
ShapeSuitability_ONZ_SIG28_F2_REG03_Max,[1.6~0]
ShapeSuitability_ONZ_SIG28_F2_REG04_Max,[1.7~0]
ShapeSuitability_ONZ_SIG28_F2_REG06_Max,[1.8~0]
ShapeSuitability_ONZ_SIG28_F2_REG07_Max,[1.8~0]
ShapeSuitability_ONZ_SIG28_F2_REG08_Max,[2.7~0]
ShapeSuitability_ONZ_SIG28_F2_REG09_Max,[2~0]
ShapeSuitability_ONZ_SIG28_F2_REG10_Max,[3.6~0]
ShapeSuitability_ONZ_SIG28_F2_REG13_Max,[0.3~0.000000001]
ShapeSuitability_ONZ_SIG28_F2_REG14_Max,[0.375~0]
ShapeSuitability_ONZ_SIG28_F2_REG15_Max,[0.08~0.000000001]
ShapeSuitability_ONZ_SIG28_F2_REG16_Max,[0.1~0]
ShapeSuitability_ONZ_SIG28_F2_RMS,[0.044~0]
ShapeSuitability_ONZ_SIG28_F3_REG01_Max,[1.4~0.000000001]
ShapeSuitability_ONZ_SIG28_F3_REG02_Max,[1.5~0]
ShapeSuitability_ONZ_SIG28_F3_REG03_Max,[1.6~0]
ShapeSuitability_ONZ_SIG28_F3_REG04_Max,[1.7~0]
ShapeSuitability_ONZ_SIG28_F3_REG06_Max,[1.8~0]
ShapeSuitability_ONZ_SIG28_F3_REG07_Max,[1.8~0]
ShapeSuitability_ONZ_SIG28_F3_REG08_Max,[2.7~0]
ShapeSuitability_ONZ_SIG28_F3_REG09_Max,[2~0]
ShapeSuitability_ONZ_SIG28_F3_REG10_Max,[3.6~0]
ShapeSuitability_ONZ_SIG28_F3_REG13_Max,[0.3~0.000000001]
ShapeSuitability_ONZ_SIG28_F3_REG14_Max,[0.375~0]
ShapeSuitability_ONZ_SIG28_F3_REG15_Max,[0.08~0.000000001]
ShapeSuitability_ONZ_SIG28_F3_REG16_Max,[0.1~0]
ShapeSuitability_ONZ_SIG28_F3_RMS,[0.044~0]
ShapeSuitability_ONZ_SIG28_F4_REG01_Max,[1.4~0.000000001]
ShapeSuitability_ONZ_SIG28_F4_REG02_Max,[1.5~0]
ShapeSuitability_ONZ_SIG28_F4_REG03_Max,[1.6~0]
ShapeSuitability_ONZ_SIG28_F4_REG04_Max,[1.7~0]
ShapeSuitability_ONZ_SIG28_F4_REG06_Max,[1.8~0]
ShapeSuitability_ONZ_SIG28_F4_REG07_Max,[1.8~0]
ShapeSuitability_ONZ_SIG28_F4_REG08_Max,[2.7~0]
ShapeSuitability_ONZ_SIG28_F4_REG09_Max,[2~0]
ShapeSuitability_ONZ_SIG28_F4_REG10_Max,[3.6~0]
ShapeSuitability_ONZ_SIG28_F4_REG13_Max,[0.3~0.000000001]
ShapeSuitability_ONZ_SIG28_F4_REG14_Max,[0.375~0]
ShapeSuitability_ONZ_SIG28_F4_REG15_Max,[0.08~0.000000001]
ShapeSuitability_ONZ_SIG28_F4_REG16_Max,[0.1~0]
ShapeSuitability_ONZ_SIG28_F4_RMS,[0.044~0]
ShapeSuitability_ONZ_SIG29_F0_REG13_Max,[0.3~0.000000001]
ShapeSuitability_ONZ_SIG29_F0_REG14_Max,[0.375~0]
ShapeSuitability_ONZ_SIG29_F0_REG15_Max,[0.08~0.000000001]
ShapeSuitability_ONZ_SIG29_F0_REG16_Max,[0.1~0]
ShapeSuitability_ONZ_SIG29_F0_RMS,[0.044~0]
ShapeSuitability_ONZ_SIG29_F2_REG13_Max,[0.3~0.000000001]
ShapeSuitability_ONZ_SIG29_F2_REG14_Max,[0.375~0]
ShapeSuitability_ONZ_SIG29_F2_REG15_Max,[0.08~0.000000001]
ShapeSuitability_ONZ_SIG29_F2_REG16_Max,[0.1~0]
ShapeSuitability_ONZ_SIG29_F2_RMS,[0.044~0]
ShapeSuitability_ONZ_SIG29_F3_REG13_Max,[0.3~0.000000001]
ShapeSuitability_ONZ_SIG29_F3_REG14_Max,[0.375~0]
ShapeSuitability_ONZ_SIG29_F3_REG15_Max,[0.08~0.000000001]
ShapeSuitability_ONZ_SIG29_F3_REG16_Max,[0.1~0]
ShapeSuitability_ONZ_SIG29_F3_RMS,[0.044~0]
ShapeSuitability_ONZ_SIG29_F4_REG13_Max,[0.3~0.000000001]
ShapeSuitability_ONZ_SIG29_F4_REG14_Max,[0.375~0]
ShapeSuitability_ONZ_SIG29_F4_REG15_Max,[0.08~0.000000001]
ShapeSuitability_ONZ_SIG29_F4_REG16_Max,[0.1~0]
ShapeSuitability_ONZ_SIG29_F4_RMS,[0.044~0]
ShapeSuitability_ONZ_SIG30_F0_REG01_Max,[1.4~0.000000001]
ShapeSuitability_ONZ_SIG30_F0_REG02_Max,[1.5~0]
ShapeSuitability_ONZ_SIG30_F0_REG03_Max,[1.6~0]
ShapeSuitability_ONZ_SIG30_F0_REG04_Max,[1.7~0]
ShapeSuitability_ONZ_SIG30_F0_REG06_Max,[1.8~0]
ShapeSuitability_ONZ_SIG30_F0_REG07_Max,[1.8~0]
ShapeSuitability_ONZ_SIG30_F0_REG08_Max,[2.7~0]
ShapeSuitability_ONZ_SIG30_F0_REG09_Max,[2~0]
ShapeSuitability_ONZ_SIG30_F0_REG10_Max,[3.6~0]
ShapeSuitability_ONZ_SIG30_F0_REG13_Max,[0.3~0.000000001]
ShapeSuitability_ONZ_SIG30_F0_REG14_Max,[0.375~0]
ShapeSuitability_ONZ_SIG30_F0_REG15_Max,[0.08~0.000000001]
ShapeSuitability_ONZ_SIG30_F0_REG16_Max,[0.1~0]
ShapeSuitability_ONZ_SIG30_F0_RMS,[0.044~0]
ShapeSuitability_ONZ_SIG30_F2_REG01_Max,[1.4~0.000000001]
ShapeSuitability_ONZ_SIG30_F2_REG02_Max,[1.5~0]
ShapeSuitability_ONZ_SIG30_F2_REG03_Max,[1.6~0]
ShapeSuitability_ONZ_SIG30_F2_REG04_Max,[1.7~0]
ShapeSuitability_ONZ_SIG30_F2_REG06_Max,[1.8~0]
ShapeSuitability_ONZ_SIG30_F2_REG07_Max,[1.8~0]
ShapeSuitability_ONZ_SIG30_F2_REG08_Max,[2.7~0]
ShapeSuitability_ONZ_SIG30_F2_REG09_Max,[2~0]
ShapeSuitability_ONZ_SIG30_F2_REG10_Max,[3.6~0]
ShapeSuitability_ONZ_SIG30_F2_REG13_Max,[0.3~0.000000001]
ShapeSuitability_ONZ_SIG30_F2_REG14_Max,[0.375~0]
ShapeSuitability_ONZ_SIG30_F2_REG15_Max,[0.08~0.000000001]
ShapeSuitability_ONZ_SIG30_F2_REG16_Max,[0.1~0]
ShapeSuitability_ONZ_SIG30_F2_RMS,[0.044~0]
ShapeSuitability_ONZ_SIG30_F3_REG01_Max,[1.4~0.000000001]
ShapeSuitability_ONZ_SIG30_F3_REG02_Max,[1.5~0]
ShapeSuitability_ONZ_SIG30_F3_REG03_Max,[1.6~0]
ShapeSuitability_ONZ_SIG30_F3_REG04_Max,[1.7~0]
ShapeSuitability_ONZ_SIG30_F3_REG06_Max,[1.8~0]
ShapeSuitability_ONZ_SIG30_F3_REG07_Max,[1.8~0]
ShapeSuitability_ONZ_SIG30_F3_REG08_Max,[2.7~0]
ShapeSuitability_ONZ_SIG30_F3_REG09_Max,[2~0]
ShapeSuitability_ONZ_SIG30_F3_REG10_Max,[3.6~0]
ShapeSuitability_ONZ_SIG30_F3_REG13_Max,[0.3~0.000000001]
ShapeSuitability_ONZ_SIG30_F3_REG14_Max,[0.375~0]
ShapeSuitability_ONZ_SIG30_F3_REG15_Max,[0.08~0.000000001]
ShapeSuitability_ONZ_SIG30_F3_REG16_Max,[0.1~0]
ShapeSuitability_ONZ_SIG30_F3_RMS,[0.044~0]
ShapeSuitability_ONZ_SIG30_F4_REG01_Max,[1.4~0.000000001]
ShapeSuitability_ONZ_SIG30_F4_REG02_Max,[1.5~0]
ShapeSuitability_ONZ_SIG30_F4_REG03_Max,[1.6~0]
ShapeSuitability_ONZ_SIG30_F4_REG04_Max,[1.7~0]
ShapeSuitability_ONZ_SIG30_F4_REG06_Max,[1.8~0]
ShapeSuitability_ONZ_SIG30_F4_REG07_Max,[1.8~0]
ShapeSuitability_ONZ_SIG30_F4_REG08_Max,[2.7~0]
ShapeSuitability_ONZ_SIG30_F4_REG09_Max,[2~0]
ShapeSuitability_ONZ_SIG30_F4_REG10_Max,[3.6~0]
ShapeSuitability_ONZ_SIG30_F4_REG13_Max,[0.3~0.000000001]
ShapeSuitability_ONZ_SIG30_F4_REG14_Max,[0.375~0]
ShapeSuitability_ONZ_SIG30_F4_REG15_Max,[0.08~0.000000001]
ShapeSuitability_ONZ_SIG30_F4_REG16_Max,[0.1~0]
ShapeSuitability_ONZ_SIG30_F4_RMS,[0.044~0]
ShapeSuitability_ONZ_SIG31_F0_REG01_Max,[1.4~0.000000001]
ShapeSuitability_ONZ_SIG31_F0_REG02_Max,[1.5~0]
ShapeSuitability_ONZ_SIG31_F0_REG03_Max,[1.6~0]
ShapeSuitability_ONZ_SIG31_F0_REG04_Max,[1.7~0]
ShapeSuitability_ONZ_SIG31_F0_REG06_Max,[1.8~0]
ShapeSuitability_ONZ_SIG31_F0_REG07_Max,[1.8~0]
ShapeSuitability_ONZ_SIG31_F0_REG08_Max,[2.7~0]
ShapeSuitability_ONZ_SIG31_F0_REG09_Max,[2~0]
ShapeSuitability_ONZ_SIG31_F0_REG10_Max,[3.6~0]
ShapeSuitability_ONZ_SIG31_F0_REG13_Max,[0.3~0.000000001]
ShapeSuitability_ONZ_SIG31_F0_REG14_Max,[0.375~0]
ShapeSuitability_ONZ_SIG31_F0_REG15_Max,[0.08~0.000000001]
ShapeSuitability_ONZ_SIG31_F0_REG16_Max,[0.1~0]
ShapeSuitability_ONZ_SIG31_F0_RMS,[0.044~0]
ShapeSuitability_ONZ_SIG31_F2_REG01_Max,[1.4~0.000000001]
ShapeSuitability_ONZ_SIG31_F2_REG02_Max,[1.5~0]
ShapeSuitability_ONZ_SIG31_F2_REG03_Max,[1.6~0]
ShapeSuitability_ONZ_SIG31_F2_REG04_Max,[1.7~0]
ShapeSuitability_ONZ_SIG31_F2_REG06_Max,[1.8~0]
ShapeSuitability_ONZ_SIG31_F2_REG07_Max,[1.8~0]
ShapeSuitability_ONZ_SIG31_F2_REG08_Max,[2.7~0]
ShapeSuitability_ONZ_SIG31_F2_REG09_Max,[2~0]
ShapeSuitability_ONZ_SIG31_F2_REG10_Max,[3.6~0]
ShapeSuitability_ONZ_SIG31_F2_REG13_Max,[0.3~0.000000001]
ShapeSuitability_ONZ_SIG31_F2_REG14_Max,[0.375~0]
ShapeSuitability_ONZ_SIG31_F2_REG15_Max,[0.08~0.000000001]
ShapeSuitability_ONZ_SIG31_F2_REG16_Max,[0.1~0]
ShapeSuitability_ONZ_SIG31_F2_RMS,[0.044~0]
ShapeSuitability_ONZ_SIG31_F3_REG01_Max,[1.4~0.000000001]
ShapeSuitability_ONZ_SIG31_F3_REG02_Max,[1.5~0]
ShapeSuitability_ONZ_SIG31_F3_REG03_Max,[1.6~0]
ShapeSuitability_ONZ_SIG31_F3_REG04_Max,[1.7~0]
ShapeSuitability_ONZ_SIG31_F3_REG06_Max,[1.8~0]
ShapeSuitability_ONZ_SIG31_F3_REG07_Max,[1.8~0]
ShapeSuitability_ONZ_SIG31_F3_REG08_Max,[2.7~0]
ShapeSuitability_ONZ_SIG31_F3_REG09_Max,[2~0]
ShapeSuitability_ONZ_SIG31_F3_REG10_Max,[3.6~0]
ShapeSuitability_ONZ_SIG31_F3_REG13_Max,[0.3~0.000000001]
ShapeSuitability_ONZ_SIG31_F3_REG14_Max,[0.375~0]
ShapeSuitability_ONZ_SIG31_F3_REG15_Max,[0.08~0.000000001]
ShapeSuitability_ONZ_SIG31_F3_REG16_Max,[0.1~0]
ShapeSuitability_ONZ_SIG31_F3_RMS,[0.044~0]
ShapeSuitability_ONZ_SIG31_F4_REG01_Max,[1.4~0.000000001]
ShapeSuitability_ONZ_SIG31_F4_REG02_Max,[1.5~0]
ShapeSuitability_ONZ_SIG31_F4_REG03_Max,[1.6~0]
ShapeSuitability_ONZ_SIG31_F4_REG04_Max,[1.7~0]
ShapeSuitability_ONZ_SIG31_F4_REG06_Max,[1.8~0]
ShapeSuitability_ONZ_SIG31_F4_REG07_Max,[1.8~0]
ShapeSuitability_ONZ_SIG31_F4_REG08_Max,[2.7~0]
ShapeSuitability_ONZ_SIG31_F4_REG09_Max,[2~0]
ShapeSuitability_ONZ_SIG31_F4_REG10_Max,[3.6~0]
ShapeSuitability_ONZ_SIG31_F4_REG13_Max,[0.3~0.000000001]
ShapeSuitability_ONZ_SIG31_F4_REG14_Max,[0.375~0]
ShapeSuitability_ONZ_SIG31_F4_REG15_Max,[0.08~0.000000001]
ShapeSuitability_ONZ_SIG31_F4_REG16_Max,[0.1~0]
ShapeSuitability_ONZ_SIG31_F4_RMS,[0.044~0]
ShapeSuitability_ONZ_SIG32_F0_REG01_Max,[1.4~0.000000001]
ShapeSuitability_ONZ_SIG32_F0_REG02_Max,[1.5~0]
ShapeSuitability_ONZ_SIG32_F0_REG03_Max,[1.6~0]
ShapeSuitability_ONZ_SIG32_F0_REG04_Max,[1.7~0]
ShapeSuitability_ONZ_SIG32_F0_REG06_Max,[1.8~0]
ShapeSuitability_ONZ_SIG32_F0_REG07_Max,[1.8~0]
ShapeSuitability_ONZ_SIG32_F0_REG08_Max,[2.7~0]
ShapeSuitability_ONZ_SIG32_F0_REG09_Max,[2~0]
ShapeSuitability_ONZ_SIG32_F0_REG10_Max,[3.6~0]
ShapeSuitability_ONZ_SIG32_F0_REG13_Max,[0.3~0.000000001]
ShapeSuitability_ONZ_SIG32_F0_REG14_Max,[0.375~0]
ShapeSuitability_ONZ_SIG32_F0_REG15_Max,[0.08~0.000000001]
ShapeSuitability_ONZ_SIG32_F0_REG16_Max,[0.1~0]
ShapeSuitability_ONZ_SIG32_F0_RMS,[0.044~0]
ShapeSuitability_ONZ_SIG32_F2_REG01_Max,[1.4~0.000000001]
ShapeSuitability_ONZ_SIG32_F2_REG02_Max,[1.5~0]
ShapeSuitability_ONZ_SIG32_F2_REG03_Max,[1.6~0]
ShapeSuitability_ONZ_SIG32_F2_REG04_Max,[1.7~0]
ShapeSuitability_ONZ_SIG32_F2_REG06_Max,[1.8~0]
ShapeSuitability_ONZ_SIG32_F2_REG07_Max,[1.8~0]
ShapeSuitability_ONZ_SIG32_F2_REG08_Max,[2.7~0]
ShapeSuitability_ONZ_SIG32_F2_REG09_Max,[2~0]
ShapeSuitability_ONZ_SIG32_F2_REG10_Max,[3.6~0]
ShapeSuitability_ONZ_SIG32_F2_REG13_Max,[0.3~0.000000001]
ShapeSuitability_ONZ_SIG32_F2_REG14_Max,[0.375~0]
ShapeSuitability_ONZ_SIG32_F2_REG15_Max,[0.08~0.000000001]
ShapeSuitability_ONZ_SIG32_F2_REG16_Max,[0.1~0]
ShapeSuitability_ONZ_SIG32_F2_RMS,[0.044~0]
ShapeSuitability_ONZ_SIG32_F3_REG01_Max,[1.4~0.000000001]
ShapeSuitability_ONZ_SIG32_F3_REG02_Max,[1.5~0]
ShapeSuitability_ONZ_SIG32_F3_REG03_Max,[1.6~0]
ShapeSuitability_ONZ_SIG32_F3_REG04_Max,[1.7~0]
ShapeSuitability_ONZ_SIG32_F3_REG06_Max,[1.8~0]
ShapeSuitability_ONZ_SIG32_F3_REG07_Max,[1.8~0]
ShapeSuitability_ONZ_SIG32_F3_REG08_Max,[2.7~0]
ShapeSuitability_ONZ_SIG32_F3_REG09_Max,[2~0]
ShapeSuitability_ONZ_SIG32_F3_REG10_Max,[3.6~0]
ShapeSuitability_ONZ_SIG32_F3_REG13_Max,[0.3~0.000000001]
ShapeSuitability_ONZ_SIG32_F3_REG14_Max,[0.375~0]
ShapeSuitability_ONZ_SIG32_F3_REG15_Max,[0.08~0.000000001]
ShapeSuitability_ONZ_SIG32_F3_REG16_Max,[0.1~0]
ShapeSuitability_ONZ_SIG32_F3_RMS,[0.044~0]
ShapeSuitability_ONZ_SIG32_F4_REG01_Max,[1.4~0.000000001]
ShapeSuitability_ONZ_SIG32_F4_REG02_Max,[1.5~0]
ShapeSuitability_ONZ_SIG32_F4_REG03_Max,[1.6~0]
ShapeSuitability_ONZ_SIG32_F4_REG04_Max,[1.7~0]
ShapeSuitability_ONZ_SIG32_F4_REG06_Max,[1.8~0]
ShapeSuitability_ONZ_SIG32_F4_REG07_Max,[1.8~0]
ShapeSuitability_ONZ_SIG32_F4_REG08_Max,[2.7~0]
ShapeSuitability_ONZ_SIG32_F4_REG09_Max,[2~0]
ShapeSuitability_ONZ_SIG32_F4_REG10_Max,[3.6~0]
ShapeSuitability_ONZ_SIG32_F4_REG13_Max,[0.3~0.000000001]
ShapeSuitability_ONZ_SIG32_F4_REG14_Max,[0.375~0]
ShapeSuitability_ONZ_SIG32_F4_REG15_Max,[0.08~0.000000001]
ShapeSuitability_ONZ_SIG32_F4_REG16_Max,[0.1~0]
ShapeSuitability_ONZ_SIG32_F4_RMS,[0.044~0]
ShapeSuitability_ONZ_SIG33_F0_REG01_Max,[1.4~0.000000001]
ShapeSuitability_ONZ_SIG33_F0_REG02_Max,[1.5~0]
ShapeSuitability_ONZ_SIG33_F0_REG03_Max,[1.6~0]
ShapeSuitability_ONZ_SIG33_F0_REG04_Max,[1.7~0]
ShapeSuitability_ONZ_SIG33_F0_REG06_Max,[1.8~0]
ShapeSuitability_ONZ_SIG33_F0_REG07_Max,[1.8~0]
ShapeSuitability_ONZ_SIG33_F0_REG08_Max,[2.7~0]
ShapeSuitability_ONZ_SIG33_F0_REG09_Max,[2~0]
ShapeSuitability_ONZ_SIG33_F0_REG10_Max,[3.6~0]
ShapeSuitability_ONZ_SIG33_F0_REG13_Max,[0.3~0.000000001]
ShapeSuitability_ONZ_SIG33_F0_REG14_Max,[0.375~0]
ShapeSuitability_ONZ_SIG33_F2_REG01_Max,[1.4~0.000000001]
ShapeSuitability_ONZ_SIG33_F2_REG02_Max,[1.5~0]
ShapeSuitability_ONZ_SIG33_F2_REG03_Max,[1.6~0]
ShapeSuitability_ONZ_SIG33_F2_REG04_Max,[1.7~0]
ShapeSuitability_ONZ_SIG33_F2_REG06_Max,[1.8~0]
ShapeSuitability_ONZ_SIG33_F2_REG07_Max,[1.8~0]
ShapeSuitability_ONZ_SIG33_F2_REG08_Max,[2.7~0]
ShapeSuitability_ONZ_SIG33_F2_REG09_Max,[2~0]
ShapeSuitability_ONZ_SIG33_F2_REG10_Max,[3.6~0]
ShapeSuitability_ONZ_SIG33_F2_REG13_Max,[0.3~0.000000001]
ShapeSuitability_ONZ_SIG33_F2_REG14_Max,[0.375~0]
ShapeSuitability_ONZ_SIG33_F3_REG01_Max,[1.4~0.000000001]
ShapeSuitability_ONZ_SIG33_F3_REG02_Max,[1.5~0]
ShapeSuitability_ONZ_SIG33_F3_REG03_Max,[1.6~0]
ShapeSuitability_ONZ_SIG33_F3_REG04_Max,[1.7~0]
ShapeSuitability_ONZ_SIG33_F3_REG06_Max,[1.8~0]
ShapeSuitability_ONZ_SIG33_F3_REG07_Max,[1.8~0]
ShapeSuitability_ONZ_SIG33_F3_REG08_Max,[2.7~0]
ShapeSuitability_ONZ_SIG33_F3_REG09_Max,[2~0]
ShapeSuitability_ONZ_SIG33_F3_REG10_Max,[3.6~0]
ShapeSuitability_ONZ_SIG33_F3_REG13_Max,[0.3~0.000000001]
ShapeSuitability_ONZ_SIG33_F3_REG14_Max,[0.375~0]
ShapeSuitability_ONZ_SIG33_F4_REG01_Max,[1.4~0.000000001]
ShapeSuitability_ONZ_SIG33_F4_REG02_Max,[1.5~0]
ShapeSuitability_ONZ_SIG33_F4_REG03_Max,[1.6~0]
ShapeSuitability_ONZ_SIG33_F4_REG04_Max,[1.7~0]
ShapeSuitability_ONZ_SIG33_F4_REG06_Max,[1.8~0]
ShapeSuitability_ONZ_SIG33_F4_REG07_Max,[1.8~0]
ShapeSuitability_ONZ_SIG33_F4_REG08_Max,[2.7~0]
ShapeSuitability_ONZ_SIG33_F4_REG09_Max,[2~0]
ShapeSuitability_ONZ_SIG33_F4_REG10_Max,[3.6~0]
ShapeSuitability_ONZ_SIG33_F4_REG13_Max,[0.3~0.000000001]
ShapeSuitability_ONZ_SIG33_F4_REG14_Max,[0.375~0]
ShapeSuitability_ONZ_SIG34_F0_REG01_Max,[1.4~0.000000001]
ShapeSuitability_ONZ_SIG34_F0_REG02_Max,[1.5~0]
ShapeSuitability_ONZ_SIG34_F0_REG03_Max,[1.6~0]
ShapeSuitability_ONZ_SIG34_F0_REG04_Max,[1.7~0]
ShapeSuitability_ONZ_SIG34_F0_REG06_Max,[1.8~0]
ShapeSuitability_ONZ_SIG34_F0_REG07_Max,[1.8~0]
ShapeSuitability_ONZ_SIG34_F0_REG08_Max,[2.7~0]
ShapeSuitability_ONZ_SIG34_F0_REG09_Max,[2~0]
ShapeSuitability_ONZ_SIG34_F0_REG10_Max,[3.6~0]
ShapeSuitability_ONZ_SIG34_F2_REG01_Max,[1.4~0.000000001]
ShapeSuitability_ONZ_SIG34_F2_REG02_Max,[1.5~0]
ShapeSuitability_ONZ_SIG34_F2_REG03_Max,[1.6~0]
ShapeSuitability_ONZ_SIG34_F2_REG04_Max,[1.7~0]
ShapeSuitability_ONZ_SIG34_F2_REG06_Max,[1.8~0]
ShapeSuitability_ONZ_SIG34_F2_REG07_Max,[1.8~0]
ShapeSuitability_ONZ_SIG34_F2_REG08_Max,[2.7~0]
ShapeSuitability_ONZ_SIG34_F2_REG09_Max,[2~0]
ShapeSuitability_ONZ_SIG34_F2_REG10_Max,[3.6~0]
ShapeSuitability_ONZ_SIG34_F3_REG01_Max,[1.4~0.000000001]
ShapeSuitability_ONZ_SIG34_F3_REG02_Max,[1.5~0]
ShapeSuitability_ONZ_SIG34_F3_REG03_Max,[1.6~0]
ShapeSuitability_ONZ_SIG34_F3_REG04_Max,[1.7~0]
ShapeSuitability_ONZ_SIG34_F3_REG06_Max,[1.8~0]
ShapeSuitability_ONZ_SIG34_F3_REG07_Max,[1.8~0]
ShapeSuitability_ONZ_SIG34_F3_REG08_Max,[2.7~0]
ShapeSuitability_ONZ_SIG34_F3_REG09_Max,[2~0]
ShapeSuitability_ONZ_SIG34_F3_REG10_Max,[3.6~0]
ShapeSuitability_ONZ_SIG34_F4_REG01_Max,[1.4~0.000000001]
ShapeSuitability_ONZ_SIG34_F4_REG02_Max,[1.5~0]
ShapeSuitability_ONZ_SIG34_F4_REG03_Max,[1.6~0]
ShapeSuitability_ONZ_SIG34_F4_REG04_Max,[1.7~0]
ShapeSuitability_ONZ_SIG34_F4_REG06_Max,[1.8~0]
ShapeSuitability_ONZ_SIG34_F4_REG07_Max,[1.8~0]
ShapeSuitability_ONZ_SIG34_F4_REG08_Max,[2.7~0]
ShapeSuitability_ONZ_SIG34_F4_REG09_Max,[2~0]
ShapeSuitability_ONZ_SIG34_F4_REG10_Max,[3.6~0]
ShapeSuitability_ONZ_SIG35_F0_REG01_Max,[1.4~0.000000001]
ShapeSuitability_ONZ_SIG35_F0_REG02_Max,[1.5~0]
ShapeSuitability_ONZ_SIG35_F0_REG03_Max,[1.6~0]
ShapeSuitability_ONZ_SIG35_F0_REG04_Max,[1.7~0]
ShapeSuitability_ONZ_SIG35_F0_REG06_Max,[1.8~0]
ShapeSuitability_ONZ_SIG35_F0_REG07_Max,[1.8~0]
ShapeSuitability_ONZ_SIG35_F0_REG08_Max,[2.7~0]
ShapeSuitability_ONZ_SIG35_F0_REG09_Max,[2~0]
ShapeSuitability_ONZ_SIG35_F0_REG10_Max,[3.6~0]
ShapeSuitability_ONZ_SIG35_F2_REG01_Max,[1.4~0.000000001]
ShapeSuitability_ONZ_SIG35_F2_REG02_Max,[1.5~0]
ShapeSuitability_ONZ_SIG35_F2_REG03_Max,[1.6~0]
ShapeSuitability_ONZ_SIG35_F2_REG04_Max,[1.7~0]
ShapeSuitability_ONZ_SIG35_F2_REG06_Max,[1.8~0]
ShapeSuitability_ONZ_SIG35_F2_REG07_Max,[1.8~0]
ShapeSuitability_ONZ_SIG35_F2_REG08_Max,[2.7~0]
ShapeSuitability_ONZ_SIG35_F2_REG09_Max,[2~0]
ShapeSuitability_ONZ_SIG35_F2_REG10_Max,[3.6~0]
ShapeSuitability_ONZ_SIG35_F3_REG01_Max,[1.4~0.000000001]
ShapeSuitability_ONZ_SIG35_F3_REG02_Max,[1.5~0]
ShapeSuitability_ONZ_SIG35_F3_REG03_Max,[1.6~0]
ShapeSuitability_ONZ_SIG35_F3_REG04_Max,[1.7~0]
ShapeSuitability_ONZ_SIG35_F3_REG06_Max,[1.8~0]
ShapeSuitability_ONZ_SIG35_F3_REG07_Max,[1.8~0]
ShapeSuitability_ONZ_SIG35_F3_REG08_Max,[2.7~0]
ShapeSuitability_ONZ_SIG35_F3_REG09_Max,[2~0]
ShapeSuitability_ONZ_SIG35_F3_REG10_Max,[3.6~0]
ShapeSuitability_ONZ_SIG35_F4_REG01_Max,[1.4~0.000000001]
ShapeSuitability_ONZ_SIG35_F4_REG02_Max,[1.5~0]
ShapeSuitability_ONZ_SIG35_F4_REG03_Max,[1.6~0]
ShapeSuitability_ONZ_SIG35_F4_REG04_Max,[1.7~0]
ShapeSuitability_ONZ_SIG35_F4_REG06_Max,[1.8~0]
ShapeSuitability_ONZ_SIG35_F4_REG07_Max,[1.8~0]
ShapeSuitability_ONZ_SIG35_F4_REG08_Max,[2.7~0]
ShapeSuitability_ONZ_SIG35_F4_REG09_Max,[2~0]
ShapeSuitability_ONZ_SIG35_F4_REG10_Max,[3.6~0]
ShapeSuitability_ONZ_SIG36_F0_REG01_Max,[1.4~0.000000001]
ShapeSuitability_ONZ_SIG36_F0_REG02_Max,[1.5~0]
ShapeSuitability_ONZ_SIG36_F0_REG03_Max,[1.6~0]
ShapeSuitability_ONZ_SIG36_F0_REG04_Max,[1.7~0]
ShapeSuitability_ONZ_SIG36_F0_REG06_Max,[1.8~0]
ShapeSuitability_ONZ_SIG36_F0_REG07_Max,[1.8~0]
ShapeSuitability_ONZ_SIG36_F0_REG08_Max,[2.7~0]
